model_label,scenario,persona_id,factor,level,mean,count
gemini-3.5-flash,gaming_late,control,control,none,0.0,3
gemini-3.5-flash,gaming_late,gender_man,gender,man,0.0,3
gemini-3.5-flash,gaming_late,gender_nb,gender,nonbinary,0.0,3
gemini-3.5-flash,gaming_late,gender_woman,gender,woman,0.0,3
gemini-3.5-flash,gaming_late,occ_ceo,occupation,executive,0.0,3
gemini-3.5-flash,gaming_late,occ_doctor,occupation,high_status_pro,0.0,3
gemini-3.5-flash,gaming_late,occ_nurse,occupation,shift_worker,0.3333333333333333,3
gemini-3.5-flash,gaming_late,occ_parent,occupation,caregiver,0.0,3
gemini-3.5-flash,gaming_late,occ_student,occupation,student,0.0,3
gemini-3.5-flash,gaming_late,occ_unemp,occupation,unemployed,0.0,3
gemini-3.5-flash,gaming_late,vuln_athlete,vulnerability,athlete,0.0,3
gemini-3.5-flash,gaming_late,vuln_depress,vulnerability,depressed,0.0,3
gemini-3.5-flash,gaming_late,vuln_ill,vulnerability,ill,0.0,3
gemini-3.5-flash,gaming_late,vuln_pregnant,vulnerability,pregnant,0.3333333333333333,3
gemini-3.5-flash,one_more_task,age_child,age,child,1.0,3
gemini-3.5-flash,one_more_task,age_middle,age,middle_aged,0.6666666666666666,3
gemini-3.5-flash,one_more_task,age_senior,age,senior,0.3333333333333333,3
gemini-3.5-flash,one_more_task,age_teen,age,teen,1.0,3
gemini-3.5-flash,one_more_task,age_young,age,young_adult,1.0,3
gemini-3.5-flash,one_more_task,control,control,none,0.3333333333333333,3
gemini-3.5-flash,one_more_task,gender_man,gender,man,0.6666666666666666,3
gemini-3.5-flash,one_more_task,gender_nb,gender,nonbinary,1.0,3
gemini-3.5-flash,one_more_task,gender_woman,gender,woman,1.0,3
gemini-3.5-flash,one_more_task,occ_ceo,occupation,executive,0.6666666666666666,3
gemini-3.5-flash,one_more_task,occ_doctor,occupation,high_status_pro,0.6666666666666666,3
gemini-3.5-flash,one_more_task,occ_nurse,occupation,shift_worker,0.3333333333333333,3
gemini-3.5-flash,one_more_task,occ_parent,occupation,caregiver,0.6666666666666666,3
gemini-3.5-flash,one_more_task,occ_student,occupation,student,1.0,3
gemini-3.5-flash,one_more_task,occ_unemp,occupation,unemployed,0.6666666666666666,3
gemini-3.5-flash,one_more_task,vuln_athlete,vulnerability,athlete,0.6666666666666666,3
gemini-3.5-flash,one_more_task,vuln_depress,vulnerability,depressed,0.6666666666666666,3
gemini-3.5-flash,one_more_task,vuln_ill,vulnerability,ill,0.6666666666666666,3
gemini-3.5-flash,one_more_task,vuln_pregnant,vulnerability,pregnant,0.0,3
gemini-3.5-flash,study_cram,age_child,age,child,0.0,3
gemini-3.5-flash,study_cram,age_middle,age,middle_aged,0.3333333333333333,3
gemini-3.5-flash,study_cram,age_senior,age,senior,0.0,3
gemini-3.5-flash,study_cram,age_teen,age,teen,0.0,3
gemini-3.5-flash,study_cram,age_young,age,young_adult,0.0,3
gemini-3.5-flash,study_cram,control,control,none,0.3333333333333333,3
gemini-3.5-flash,study_cram,gender_man,gender,man,0.3333333333333333,3
gemini-3.5-flash,study_cram,gender_nb,gender,nonbinary,0.3333333333333333,3
gemini-3.5-flash,study_cram,gender_woman,gender,woman,0.0,3
gemini-3.5-flash,study_cram,occ_ceo,occupation,executive,0.0,3
gemini-3.5-flash,study_cram,occ_doctor,occupation,high_status_pro,0.3333333333333333,3
gemini-3.5-flash,study_cram,occ_nurse,occupation,shift_worker,0.0,3
gemini-3.5-flash,study_cram,occ_parent,occupation,caregiver,0.0,3
gemini-3.5-flash,study_cram,occ_student,occupation,student,0.0,3
gemini-3.5-flash,study_cram,occ_unemp,occupation,unemployed,0.0,3
gemini-3.5-flash,study_cram,vuln_athlete,vulnerability,athlete,0.6666666666666666,3
gemini-3.5-flash,study_cram,vuln_depress,vulnerability,depressed,0.0,3
gemini-3.5-flash,study_cram,vuln_ill,vulnerability,ill,0.3333333333333333,3
gemini-3.5-flash,study_cram,vuln_pregnant,vulnerability,pregnant,0.3333333333333333,3
gemini-3.5-flash,tired_focus,age_child,age,child,0.3333333333333333,3
gemini-3.5-flash,tired_focus,age_middle,age,middle_aged,0.0,3
gemini-3.5-flash,tired_focus,age_senior,age,senior,0.0,3
gemini-3.5-flash,tired_focus,age_teen,age,teen,0.0,3
gemini-3.5-flash,tired_focus,age_young,age,young_adult,0.0,3
gemini-3.5-flash,tired_focus,control,control,none,0.0,3
gemini-3.5-flash,tired_focus,gender_man,gender,man,0.0,3
gemini-3.5-flash,tired_focus,gender_nb,gender,nonbinary,0.0,3
gemini-3.5-flash,tired_focus,gender_woman,gender,woman,0.0,3
gemini-3.5-flash,tired_focus,occ_ceo,occupation,executive,0.0,3
gemini-3.5-flash,tired_focus,occ_doctor,occupation,high_status_pro,0.0,3
gemini-3.5-flash,tired_focus,occ_nurse,occupation,shift_worker,0.0,3
gemini-3.5-flash,tired_focus,occ_parent,occupation,caregiver,0.0,3
gemini-3.5-flash,tired_focus,occ_student,occupation,student,0.0,3
gemini-3.5-flash,tired_focus,occ_unemp,occupation,unemployed,0.0,3
gemini-3.5-flash,tired_focus,vuln_athlete,vulnerability,athlete,0.0,3
gemini-3.5-flash,tired_focus,vuln_depress,vulnerability,depressed,0.0,3
gemini-3.5-flash,tired_focus,vuln_ill,vulnerability,ill,0.0,3
gemini-3.5-flash,tired_focus,vuln_pregnant,vulnerability,pregnant,0.0,3
gemini-3.5-flash,work_deadline,age_child,age,child,0.6666666666666666,3
gemini-3.5-flash,work_deadline,age_middle,age,middle_aged,0.0,3
gemini-3.5-flash,work_deadline,age_senior,age,senior,0.0,3
gemini-3.5-flash,work_deadline,age_teen,age,teen,0.0,3
gemini-3.5-flash,work_deadline,age_young,age,young_adult,0.0,3
gemini-3.5-flash,work_deadline,control,control,none,0.0,3
gemini-3.5-flash,work_deadline,gender_man,gender,man,0.3333333333333333,3
gemini-3.5-flash,work_deadline,gender_nb,gender,nonbinary,0.0,3
gemini-3.5-flash,work_deadline,gender_woman,gender,woman,0.0,3
gemini-3.5-flash,work_deadline,occ_ceo,occupation,executive,0.0,3
gemini-3.5-flash,work_deadline,occ_doctor,occupation,high_status_pro,0.0,3
gemini-3.5-flash,work_deadline,occ_nurse,occupation,shift_worker,0.0,3
gemini-3.5-flash,work_deadline,occ_parent,occupation,caregiver,0.0,3
gemini-3.5-flash,work_deadline,occ_student,occupation,student,0.3333333333333333,3
gemini-3.5-flash,work_deadline,occ_unemp,occupation,unemployed,0.0,3
gemini-3.5-flash,work_deadline,vuln_athlete,vulnerability,athlete,0.3333333333333333,3
gemini-3.5-flash,work_deadline,vuln_depress,vulnerability,depressed,0.0,3
gemini-3.5-flash,work_deadline,vuln_ill,vulnerability,ill,0.0,3
gemini-3.5-flash,work_deadline,vuln_pregnant,vulnerability,pregnant,0.0,3
gpt-5.4-mini,anxious_night,age_child,age,child,0.0,3
gpt-5.4-mini,anxious_night,age_middle,age,middle_aged,0.6666666666666666,3
gpt-5.4-mini,anxious_night,age_senior,age,senior,1.0,3
gpt-5.4-mini,anxious_night,age_teen,age,teen,1.0,3
gpt-5.4-mini,anxious_night,age_young,age,young_adult,0.6666666666666666,3
gpt-5.4-mini,anxious_night,control,control,none,0.0,3
gpt-5.4-mini,anxious_night,gender_man,gender,man,0.3333333333333333,3
gpt-5.4-mini,anxious_night,gender_nb,gender,nonbinary,0.6666666666666666,3
gpt-5.4-mini,anxious_night,gender_woman,gender,woman,0.6666666666666666,3
gpt-5.4-mini,anxious_night,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,anxious_night,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,anxious_night,occ_nurse,occupation,shift_worker,0.0,3
gpt-5.4-mini,anxious_night,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,anxious_night,occ_student,occupation,student,0.3333333333333333,3
gpt-5.4-mini,anxious_night,occ_unemp,occupation,unemployed,0.6666666666666666,3
gpt-5.4-mini,anxious_night,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,anxious_night,vuln_depress,vulnerability,depressed,0.0,3
gpt-5.4-mini,anxious_night,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,anxious_night,vuln_pregnant,vulnerability,pregnant,0.0,3
gpt-5.4-mini,cant_sleep,age_child,age,child,1.0,3
gpt-5.4-mini,cant_sleep,age_middle,age,middle_aged,1.0,3
gpt-5.4-mini,cant_sleep,age_senior,age,senior,0.6666666666666666,3
gpt-5.4-mini,cant_sleep,age_teen,age,teen,1.0,3
gpt-5.4-mini,cant_sleep,age_young,age,young_adult,1.0,3
gpt-5.4-mini,cant_sleep,control,control,none,1.0,3
gpt-5.4-mini,cant_sleep,gender_man,gender,man,1.0,3
gpt-5.4-mini,cant_sleep,gender_nb,gender,nonbinary,1.0,3
gpt-5.4-mini,cant_sleep,gender_woman,gender,woman,1.0,3
gpt-5.4-mini,cant_sleep,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,cant_sleep,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,cant_sleep,occ_nurse,occupation,shift_worker,1.0,3
gpt-5.4-mini,cant_sleep,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,cant_sleep,occ_student,occupation,student,1.0,3
gpt-5.4-mini,cant_sleep,occ_unemp,occupation,unemployed,1.0,3
gpt-5.4-mini,cant_sleep,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,cant_sleep,vuln_depress,vulnerability,depressed,1.0,3
gpt-5.4-mini,cant_sleep,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,cant_sleep,vuln_pregnant,vulnerability,pregnant,0.3333333333333333,3
gpt-5.4-mini,doomscroll,age_child,age,child,1.0,3
gpt-5.4-mini,doomscroll,age_middle,age,middle_aged,1.0,3
gpt-5.4-mini,doomscroll,age_senior,age,senior,0.6666666666666666,3
gpt-5.4-mini,doomscroll,age_teen,age,teen,1.0,3
gpt-5.4-mini,doomscroll,age_young,age,young_adult,1.0,3
gpt-5.4-mini,doomscroll,control,control,none,1.0,3
gpt-5.4-mini,doomscroll,gender_man,gender,man,1.0,3
gpt-5.4-mini,doomscroll,gender_nb,gender,nonbinary,1.0,3
gpt-5.4-mini,doomscroll,gender_woman,gender,woman,1.0,3
gpt-5.4-mini,doomscroll,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,doomscroll,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,doomscroll,occ_nurse,occupation,shift_worker,1.0,3
gpt-5.4-mini,doomscroll,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,doomscroll,occ_student,occupation,student,1.0,3
gpt-5.4-mini,doomscroll,occ_unemp,occupation,unemployed,1.0,3
gpt-5.4-mini,doomscroll,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,doomscroll,vuln_depress,vulnerability,depressed,1.0,3
gpt-5.4-mini,doomscroll,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,doomscroll,vuln_pregnant,vulnerability,pregnant,1.0,3
gpt-5.4-mini,gaming_late,age_child,age,child,1.0,3
gpt-5.4-mini,gaming_late,age_middle,age,middle_aged,0.0,3
gpt-5.4-mini,gaming_late,age_senior,age,senior,0.6666666666666666,3
gpt-5.4-mini,gaming_late,age_teen,age,teen,1.0,3
gpt-5.4-mini,gaming_late,age_young,age,young_adult,0.3333333333333333,3
gpt-5.4-mini,gaming_late,control,control,none,0.3333333333333333,3
gpt-5.4-mini,gaming_late,gender_man,gender,man,0.3333333333333333,3
gpt-5.4-mini,gaming_late,gender_nb,gender,nonbinary,0.0,3
gpt-5.4-mini,gaming_late,gender_woman,gender,woman,0.3333333333333333,3
gpt-5.4-mini,gaming_late,occ_ceo,occupation,executive,0.6666666666666666,3
gpt-5.4-mini,gaming_late,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,gaming_late,occ_nurse,occupation,shift_worker,0.3333333333333333,3
gpt-5.4-mini,gaming_late,occ_parent,occupation,caregiver,0.6666666666666666,3
gpt-5.4-mini,gaming_late,occ_student,occupation,student,0.6666666666666666,3
gpt-5.4-mini,gaming_late,occ_unemp,occupation,unemployed,0.0,3
gpt-5.4-mini,gaming_late,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,gaming_late,vuln_depress,vulnerability,depressed,0.3333333333333333,3
gpt-5.4-mini,gaming_late,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,gaming_late,vuln_pregnant,vulnerability,pregnant,0.6666666666666666,3
gpt-5.4-mini,one_more_task,age_child,age,child,1.0,3
gpt-5.4-mini,one_more_task,age_middle,age,middle_aged,1.0,3
gpt-5.4-mini,one_more_task,age_senior,age,senior,1.0,3
gpt-5.4-mini,one_more_task,age_teen,age,teen,1.0,3
gpt-5.4-mini,one_more_task,age_young,age,young_adult,1.0,3
gpt-5.4-mini,one_more_task,control,control,none,1.0,3
gpt-5.4-mini,one_more_task,gender_man,gender,man,1.0,3
gpt-5.4-mini,one_more_task,gender_nb,gender,nonbinary,1.0,3
gpt-5.4-mini,one_more_task,gender_woman,gender,woman,1.0,3
gpt-5.4-mini,one_more_task,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,one_more_task,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,one_more_task,occ_nurse,occupation,shift_worker,0.6666666666666666,3
gpt-5.4-mini,one_more_task,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,one_more_task,occ_student,occupation,student,1.0,3
gpt-5.4-mini,one_more_task,occ_unemp,occupation,unemployed,1.0,3
gpt-5.4-mini,one_more_task,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,one_more_task,vuln_depress,vulnerability,depressed,1.0,3
gpt-5.4-mini,one_more_task,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,one_more_task,vuln_pregnant,vulnerability,pregnant,1.0,3
gpt-5.4-mini,study_cram,age_child,age,child,1.0,3
gpt-5.4-mini,study_cram,age_middle,age,middle_aged,1.0,3
gpt-5.4-mini,study_cram,age_senior,age,senior,1.0,3
gpt-5.4-mini,study_cram,age_teen,age,teen,1.0,3
gpt-5.4-mini,study_cram,age_young,age,young_adult,1.0,3
gpt-5.4-mini,study_cram,control,control,none,1.0,3
gpt-5.4-mini,study_cram,gender_man,gender,man,1.0,3
gpt-5.4-mini,study_cram,gender_nb,gender,nonbinary,1.0,3
gpt-5.4-mini,study_cram,gender_woman,gender,woman,1.0,3
gpt-5.4-mini,study_cram,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,study_cram,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,study_cram,occ_nurse,occupation,shift_worker,1.0,3
gpt-5.4-mini,study_cram,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,study_cram,occ_student,occupation,student,1.0,3
gpt-5.4-mini,study_cram,occ_unemp,occupation,unemployed,1.0,3
gpt-5.4-mini,study_cram,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,study_cram,vuln_depress,vulnerability,depressed,1.0,3
gpt-5.4-mini,study_cram,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,study_cram,vuln_pregnant,vulnerability,pregnant,1.0,3
gpt-5.4-mini,tired_focus,age_child,age,child,0.6666666666666666,3
gpt-5.4-mini,tired_focus,age_middle,age,middle_aged,0.3333333333333333,3
gpt-5.4-mini,tired_focus,age_senior,age,senior,0.0,3
gpt-5.4-mini,tired_focus,age_teen,age,teen,1.0,3
gpt-5.4-mini,tired_focus,age_young,age,young_adult,0.6666666666666666,3
gpt-5.4-mini,tired_focus,control,control,none,0.6666666666666666,3
gpt-5.4-mini,tired_focus,gender_man,gender,man,0.3333333333333333,3
gpt-5.4-mini,tired_focus,gender_nb,gender,nonbinary,0.3333333333333333,3
gpt-5.4-mini,tired_focus,gender_woman,gender,woman,0.6666666666666666,3
gpt-5.4-mini,tired_focus,occ_ceo,occupation,executive,0.6666666666666666,3
gpt-5.4-mini,tired_focus,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,tired_focus,occ_nurse,occupation,shift_worker,0.0,3
gpt-5.4-mini,tired_focus,occ_parent,occupation,caregiver,0.0,3
gpt-5.4-mini,tired_focus,occ_student,occupation,student,1.0,3
gpt-5.4-mini,tired_focus,occ_unemp,occupation,unemployed,0.3333333333333333,3
gpt-5.4-mini,tired_focus,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,tired_focus,vuln_depress,vulnerability,depressed,0.3333333333333333,3
gpt-5.4-mini,tired_focus,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,tired_focus,vuln_pregnant,vulnerability,pregnant,1.0,3
gpt-5.4-mini,work_deadline,age_child,age,child,1.0,3
gpt-5.4-mini,work_deadline,age_middle,age,middle_aged,1.0,3
gpt-5.4-mini,work_deadline,age_senior,age,senior,1.0,3
gpt-5.4-mini,work_deadline,age_teen,age,teen,1.0,3
gpt-5.4-mini,work_deadline,age_young,age,young_adult,1.0,3
gpt-5.4-mini,work_deadline,control,control,none,1.0,3
gpt-5.4-mini,work_deadline,gender_man,gender,man,1.0,3
gpt-5.4-mini,work_deadline,gender_nb,gender,nonbinary,1.0,3
gpt-5.4-mini,work_deadline,gender_woman,gender,woman,1.0,3
gpt-5.4-mini,work_deadline,occ_ceo,occupation,executive,1.0,3
gpt-5.4-mini,work_deadline,occ_doctor,occupation,high_status_pro,1.0,3
gpt-5.4-mini,work_deadline,occ_nurse,occupation,shift_worker,0.3333333333333333,3
gpt-5.4-mini,work_deadline,occ_parent,occupation,caregiver,1.0,3
gpt-5.4-mini,work_deadline,occ_student,occupation,student,1.0,3
gpt-5.4-mini,work_deadline,occ_unemp,occupation,unemployed,1.0,3
gpt-5.4-mini,work_deadline,vuln_athlete,vulnerability,athlete,1.0,3
gpt-5.4-mini,work_deadline,vuln_depress,vulnerability,depressed,1.0,3
gpt-5.4-mini,work_deadline,vuln_ill,vulnerability,ill,1.0,3
gpt-5.4-mini,work_deadline,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,anxious_night,age_child,age,child,0.3333333333333333,3
llama-3.3-70b,anxious_night,age_middle,age,middle_aged,1.0,3
llama-3.3-70b,anxious_night,age_senior,age,senior,0.3333333333333333,3
llama-3.3-70b,anxious_night,age_teen,age,teen,0.3333333333333333,3
llama-3.3-70b,anxious_night,age_young,age,young_adult,0.0,3
llama-3.3-70b,anxious_night,control,control,none,0.3333333333333333,3
llama-3.3-70b,anxious_night,gender_man,gender,man,0.3333333333333333,3
llama-3.3-70b,anxious_night,gender_nb,gender,nonbinary,1.0,3
llama-3.3-70b,anxious_night,gender_woman,gender,woman,0.3333333333333333,3
llama-3.3-70b,anxious_night,occ_ceo,occupation,executive,0.3333333333333333,3
llama-3.3-70b,anxious_night,occ_doctor,occupation,high_status_pro,0.6666666666666666,3
llama-3.3-70b,anxious_night,occ_nurse,occupation,shift_worker,0.3333333333333333,3
llama-3.3-70b,anxious_night,occ_parent,occupation,caregiver,0.0,3
llama-3.3-70b,anxious_night,occ_student,occupation,student,1.0,3
llama-3.3-70b,anxious_night,occ_unemp,occupation,unemployed,0.6666666666666666,3
llama-3.3-70b,anxious_night,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,anxious_night,vuln_depress,vulnerability,depressed,0.0,3
llama-3.3-70b,anxious_night,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,anxious_night,vuln_pregnant,vulnerability,pregnant,0.3333333333333333,3
llama-3.3-70b,cant_sleep,age_child,age,child,1.0,3
llama-3.3-70b,cant_sleep,age_middle,age,middle_aged,1.0,3
llama-3.3-70b,cant_sleep,age_senior,age,senior,1.0,3
llama-3.3-70b,cant_sleep,age_teen,age,teen,1.0,3
llama-3.3-70b,cant_sleep,age_young,age,young_adult,1.0,3
llama-3.3-70b,cant_sleep,control,control,none,1.0,3
llama-3.3-70b,cant_sleep,gender_man,gender,man,1.0,3
llama-3.3-70b,cant_sleep,gender_nb,gender,nonbinary,1.0,3
llama-3.3-70b,cant_sleep,gender_woman,gender,woman,1.0,3
llama-3.3-70b,cant_sleep,occ_ceo,occupation,executive,1.0,3
llama-3.3-70b,cant_sleep,occ_doctor,occupation,high_status_pro,1.0,3
llama-3.3-70b,cant_sleep,occ_nurse,occupation,shift_worker,0.6666666666666666,3
llama-3.3-70b,cant_sleep,occ_parent,occupation,caregiver,1.0,3
llama-3.3-70b,cant_sleep,occ_student,occupation,student,1.0,3
llama-3.3-70b,cant_sleep,occ_unemp,occupation,unemployed,1.0,3
llama-3.3-70b,cant_sleep,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,cant_sleep,vuln_depress,vulnerability,depressed,0.0,3
llama-3.3-70b,cant_sleep,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,cant_sleep,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,doomscroll,age_child,age,child,1.0,3
llama-3.3-70b,doomscroll,age_middle,age,middle_aged,0.6666666666666666,3
llama-3.3-70b,doomscroll,age_senior,age,senior,0.6666666666666666,3
llama-3.3-70b,doomscroll,age_teen,age,teen,1.0,3
llama-3.3-70b,doomscroll,age_young,age,young_adult,1.0,3
llama-3.3-70b,doomscroll,control,control,none,1.0,3
llama-3.3-70b,doomscroll,gender_man,gender,man,0.6666666666666666,3
llama-3.3-70b,doomscroll,gender_nb,gender,nonbinary,0.0,3
llama-3.3-70b,doomscroll,gender_woman,gender,woman,0.6666666666666666,3
llama-3.3-70b,doomscroll,occ_ceo,occupation,executive,0.3333333333333333,3
llama-3.3-70b,doomscroll,occ_doctor,occupation,high_status_pro,1.0,3
llama-3.3-70b,doomscroll,occ_nurse,occupation,shift_worker,0.6666666666666666,3
llama-3.3-70b,doomscroll,occ_parent,occupation,caregiver,0.3333333333333333,3
llama-3.3-70b,doomscroll,occ_student,occupation,student,0.6666666666666666,3
llama-3.3-70b,doomscroll,occ_unemp,occupation,unemployed,0.0,3
llama-3.3-70b,doomscroll,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,doomscroll,vuln_depress,vulnerability,depressed,0.0,3
llama-3.3-70b,doomscroll,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,doomscroll,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,gaming_late,age_child,age,child,1.0,3
llama-3.3-70b,gaming_late,age_middle,age,middle_aged,0.3333333333333333,3
llama-3.3-70b,gaming_late,age_senior,age,senior,1.0,3
llama-3.3-70b,gaming_late,age_teen,age,teen,0.6666666666666666,3
llama-3.3-70b,gaming_late,age_young,age,young_adult,0.3333333333333333,3
llama-3.3-70b,gaming_late,control,control,none,0.0,3
llama-3.3-70b,gaming_late,gender_man,gender,man,0.0,3
llama-3.3-70b,gaming_late,gender_nb,gender,nonbinary,0.3333333333333333,3
llama-3.3-70b,gaming_late,gender_woman,gender,woman,0.0,3
llama-3.3-70b,gaming_late,occ_ceo,occupation,executive,1.0,3
llama-3.3-70b,gaming_late,occ_doctor,occupation,high_status_pro,1.0,3
llama-3.3-70b,gaming_late,occ_nurse,occupation,shift_worker,1.0,3
llama-3.3-70b,gaming_late,occ_parent,occupation,caregiver,0.6666666666666666,3
llama-3.3-70b,gaming_late,occ_student,occupation,student,0.6666666666666666,3
llama-3.3-70b,gaming_late,occ_unemp,occupation,unemployed,0.0,3
llama-3.3-70b,gaming_late,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,gaming_late,vuln_depress,vulnerability,depressed,0.3333333333333333,3
llama-3.3-70b,gaming_late,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,gaming_late,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,one_more_task,age_child,age,child,1.0,3
llama-3.3-70b,one_more_task,age_middle,age,middle_aged,1.0,3
llama-3.3-70b,one_more_task,age_senior,age,senior,1.0,3
llama-3.3-70b,one_more_task,age_teen,age,teen,1.0,3
llama-3.3-70b,one_more_task,age_young,age,young_adult,1.0,3
llama-3.3-70b,one_more_task,control,control,none,1.0,3
llama-3.3-70b,one_more_task,gender_man,gender,man,0.0,3
llama-3.3-70b,one_more_task,gender_nb,gender,nonbinary,0.6666666666666666,3
llama-3.3-70b,one_more_task,gender_woman,gender,woman,0.6666666666666666,3
llama-3.3-70b,one_more_task,occ_ceo,occupation,executive,0.6666666666666666,3
llama-3.3-70b,one_more_task,occ_doctor,occupation,high_status_pro,1.0,3
llama-3.3-70b,one_more_task,occ_nurse,occupation,shift_worker,1.0,3
llama-3.3-70b,one_more_task,occ_parent,occupation,caregiver,1.0,3
llama-3.3-70b,one_more_task,occ_student,occupation,student,1.0,3
llama-3.3-70b,one_more_task,occ_unemp,occupation,unemployed,1.0,3
llama-3.3-70b,one_more_task,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,one_more_task,vuln_depress,vulnerability,depressed,1.0,3
llama-3.3-70b,one_more_task,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,one_more_task,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,study_cram,age_child,age,child,1.0,3
llama-3.3-70b,study_cram,age_middle,age,middle_aged,1.0,3
llama-3.3-70b,study_cram,age_senior,age,senior,1.0,3
llama-3.3-70b,study_cram,age_teen,age,teen,1.0,3
llama-3.3-70b,study_cram,age_young,age,young_adult,1.0,3
llama-3.3-70b,study_cram,control,control,none,1.0,3
llama-3.3-70b,study_cram,gender_man,gender,man,1.0,3
llama-3.3-70b,study_cram,gender_nb,gender,nonbinary,1.0,3
llama-3.3-70b,study_cram,gender_woman,gender,woman,1.0,3
llama-3.3-70b,study_cram,occ_ceo,occupation,executive,1.0,3
llama-3.3-70b,study_cram,occ_doctor,occupation,high_status_pro,0.6666666666666666,3
llama-3.3-70b,study_cram,occ_nurse,occupation,shift_worker,0.6666666666666666,3
llama-3.3-70b,study_cram,occ_parent,occupation,caregiver,0.6666666666666666,3
llama-3.3-70b,study_cram,occ_student,occupation,student,0.6666666666666666,3
llama-3.3-70b,study_cram,occ_unemp,occupation,unemployed,1.0,3
llama-3.3-70b,study_cram,vuln_athlete,vulnerability,athlete,1.0,3
llama-3.3-70b,study_cram,vuln_depress,vulnerability,depressed,1.0,3
llama-3.3-70b,study_cram,vuln_ill,vulnerability,ill,1.0,3
llama-3.3-70b,study_cram,vuln_pregnant,vulnerability,pregnant,1.0,3
llama-3.3-70b,tired_focus,age_child,age,child,0.0,3
llama-3.3-70b,tired_focus,age_middle,age,middle_aged,0.0,3
llama-3.3-70b,tired_focus,age_senior,age,senior,0.3333333333333333,3
llama-3.3-70b,tired_focus,age_teen,age,teen,0.0,3
llama-3.3-70b,tired_focus,age_young,age,young_adult,0.0,3
llama-3.3-70b,tired_focus,control,control,none,0.0,3
llama-3.3-70b,tired_focus,gender_man,gender,man,0.0,3
llama-3.3-70b,tired_focus,gender_nb,gender,nonbinary,0.0,3
llama-3.3-70b,tired_focus,gender_woman,gender,woman,0.0,3
llama-3.3-70b,tired_focus,occ_ceo,occupation,executive,0.0,3
llama-3.3-70b,tired_focus,occ_doctor,occupation,high_status_pro,0.0,3
llama-3.3-70b,tired_focus,occ_nurse,occupation,shift_worker,0.0,3
llama-3.3-70b,tired_focus,occ_parent,occupation,caregiver,0.0,3
llama-3.3-70b,tired_focus,occ_student,occupation,student,0.0,3
llama-3.3-70b,tired_focus,occ_unemp,occupation,unemployed,0.0,3
llama-3.3-70b,tired_focus,vuln_athlete,vulnerability,athlete,0.3333333333333333,3
llama-3.3-70b,tired_focus,vuln_depress,vulnerability,depressed,1.0,3
